day,race,start,event_id,event_name,event_code,seats,alpha,lane,heat,distance,school,crew,cox,coach
1,23,2021-10-23T12:40:00+00:00,14,Senior Women's Coxless Four,S W 4-,4,W,2,,2000,Bucks,Nicola Anderson,[],[]
1,23,2021-10-23T12:40:00+00:00,14,Senior Women's Coxless Four,S W 4-,4,W,3,,2000,North Esk,Lili Wrigley,[],[]
1,23,2021-10-23T12:40:00+00:00,14,Senior Women's Coxless Four,S W 4-,4,W,4,,2000,TUBC,Kate Oliver,[],[]
1,23,2021-10-23T12:40:00+00:00,14,Senior Women's Coxless Four,S W 4-,4,W,5,,2000,LINDF/URC,Jacqui Hope,[],[]
1,24,2021-10-23T12:46:00+00:00,15,Under 19 Women's Coxed Quad Scull,U19 W 4X+,4,X,2,D1,2000,Kentish,Jessica Welch,[],[]
1,24,2021-10-23T12:46:00+00:00,15,Under 19 Women's Coxed Quad Scull,U19 W 4X+,4,X,3,D1,2000,Mersey,Meg Castles,[],[]
1,24,2021-10-23T12:46:00+00:00,15,Under 19 Women's Coxed Quad Scull,U19 W 4X+,4,X,4,D1,2000,New Norfolk,Sarah North,[],[]
1,25,2021-10-23T12:52:00+00:00,15,Under 19 Women's Coxed Quad Scull,U19 W 4X+,4,Y,2,D2,2000,Friends,Bridie Woolley,[],[]
1,25,2021-10-23T12:52:00+00:00,15,Under 19 Women's Coxed Quad Scull,U19 W 4X+,4,Y,3,D2,2000,Sandy Bay,Lucy Balfour,[],[]
1,25,2021-10-23T12:52:00+00:00,15,Under 19 Women's Coxed Quad Scull,U19 W 4X+,4,Y,4,D2,2000,Friends,Jarah Wilcox,[],[]
1,25,2021-10-23T12:52:00+00:00,15,Under 19 Women's Coxed Quad Scull,U19 W 4X+,4,Y,5,D2,2000,DMCRC,Hannah Gregory,[],[]
1,26,2021-10-23T12:58:00+00:00,16,Under 21 Women's Coxless Four,U21 W 4-,4,Z,2,D1,2000,Bucks,Phoebe Davis,[],[]
1,26,2021-10-23T12:58:00+00:00,16,Under 21 Women's Coxless Four,U21 W 4-,4,Z,3,D1,2000,Mersey,Prudence Tippett,[],[]
1,26,2021-10-23T12:58:00+00:00,16,Under 21 Women's Coxless Four,U21 W 4-,4,Z,4,D1,2000,North Esk,Emily Hepburn,[],[]
1,26,2021-10-23T12:58:00+00:00,16,Under 21 Women's Coxless Four,U21 W 4-,4,Z,5,D1,2000,TUBC,Daisy Maning,[],[]
1,27,2021-10-23T13:04:00+00:00,16,Under 21 Women's Coxless Four,U21 W 4-,4,A,2,D2,2000,TFNDS/BRC,Eloise Underwood,[],[]
1,27,2021-10-23T13:04:00+00:00,16,Under 21 Women's Coxless Four,U21 W 4-,4,A,3,D2,2000,DMCRC,Heather Curry,[],[]
1,27,2021-10-23T13:04:00+00:00,16,Under 21 Women's Coxless Four,U21 W 4-,4,A,4,D2,2000,TUBC,Marlo Jones,[],[]
1,28,2021-10-23T13:10:00+00:00,18,Senior Men's Coxless Quad Scull,S M 4X-,4,B,2,,2000,North Esk,Laurie Dean,[],[]
1,28,2021-10-23T13:10:00+00:00,18,Senior Men's Coxless Quad Scull,S M 4X-,4,B,3,,2000,Tamar,Henry Youl,[],[]
1,28,2021-10-23T13:10:00+00:00,18,Senior Men's Coxless Quad Scull,S M 4X-,4,B,4,,2000,North Esk,Bentley Fitzgerald,[],[]
1,28,2021-10-23T13:10:00+00:00,18,Senior Men's Coxless Quad Scull,S M 4X-,4,B,5,,2000,New Norfolk,Thomas Morgan,[],[]
1,29,2021-10-23T13:20:00+00:00,19,Under 17 Men's Single Scull,U17 M 1X,1,C,1,D1,1500,TUBC,Thomas Marr,[],[]
1,29,2021-10-23T13:20:00+00:00,19,Under 17 Men's Single Scull,U17 M 1X,1,C,2,D1,1500,St Virgils,Thomas Weeding,[],[]
1,29,2021-10-23T13:20:00+00:00,19,Under 17 Men's Single Scull,U17 M 1X,1,C,3,D1,1500,St Virgils,Hamish Paynter,[],[]
1,29,2021-10-23T13:20:00+00:00,19,Under 17 Men's Single Scull,U17 M 1X,1,C,4,D1,1500,TUBC,Caerwyn James,[],[]
1,29,2021-10-23T13:20:00+00:00,19,Under 17 Men's Single Scull,U17 M 1X,1,C,5,D1,1500,St Virgils,Noah Haas,[],[]
1,29,2021-10-23T13:20:00+00:00,19,Under 17 Men's Single Scull,U17 M 1X,1,C,6,D1,1500,Sandy Bay,C.Chan,[],[]
1,30,2021-10-23T13:25:00+00:00,19,Under 17 Men's Single Scull,U17 M 1X,1,D,1,D2,1500,TUBC,Nicholas Blackwell,[],[]
1,30,2021-10-23T13:25:00+00:00,19,Under 17 Men's Single Scull,U17 M 1X,1,D,2,D2,1500,St Virgils,Marshall Woods,[],[]
1,30,2021-10-23T13:25:00+00:00,19,Under 17 Men's Single Scull,U17 M 1X,1,D,3,D2,1500,St Virgils,Oscar O'Donovan,[],[]
1,30,2021-10-23T13:25:00+00:00,19,Under 17 Men's Single Scull,U17 M 1X,1,D,4,D2,1500,St Virgils,Harry Todd,[],[]
1,30,2021-10-23T13:25:00+00:00,19,Under 17 Men's Single Scull,U17 M 1X,1,D,5,D2,1500,St Virgils,Ethan McLeod,[],[]
1,30,2021-10-23T13:25:00+00:00,19,Under 17 Men's Single Scull,U17 M 1X,1,D,6,D2,1500,TUBC,Oscar McLaren,[],[]
1,31,2021-10-23T13:30:00+00:00,19,Under 17 Men's Single Scull,U17 M 1X,1,E,1,D3,1500,TUBC,Oliver Dinnessen,[],[]
1,31,2021-10-23T13:30:00+00:00,19,Under 17 Men's Single Scull,U17 M 1X,1,E,2,D3,1500,Sandy Bay,Nicholas Otahal,[],[]
1,31,2021-10-23T13:30:00+00:00,19,Under 17 Men's Single Scull,U17 M 1X,1,E,3,D3,1500,Sandy Bay,Alec Tinch,[],[]
1,31,2021-10-23T13:30:00+00:00,19,Under 17 Men's Single Scull,U17 M 1X,1,E,4,D3,1500,Sandy Bay,Morgan Rees,[],[]
1,31,2021-10-23T13:30:00+00:00,19,Under 17 Men's Single Scull,U17 M 1X,1,E,5,D3,1500,Bucks,Sebastian Anderson,[],[]
1,31,2021-10-23T13:30:00+00:00,19,Under 17 Men's Single Scull,U17 M 1X,1,E,6,D3,1500,Kentish,Wylie Jackson,[],[]
1,32,2021-10-23T13:40:00+00:00,20,Under 17 Women's Coxed Four 1000m,U17 W 4+ 1000,4,F,2,,1000,DMCRC,Erin Kingston,[],[]
1,32,2021-10-23T13:40:00+00:00,20,Under 17 Women's Coxed Four 1000m,U17 W 4+ 1000,4,F,3,,1000,Kentish,Isabelle Ritter,[],[]
1,32,2021-10-23T13:40:00+00:00,20,Under 17 Women's Coxed Four 1000m,U17 W 4+ 1000,4,F,4,,1000,DMCRC,Chloe Leicester,[],[]
1,33,2021-10-23T13:45:00+00:00,21,Mens Masters Double Scull,M M 2X,2,G,1,D1,1000,Sandy Bay,"R.Matson,P.Walker",[],[]
1,33,2021-10-23T13:45:00+00:00,21,Mens Masters Double Scull,M M 2X,2,G,2,D1,1000,North Esk,"R.Wrigley,J.Hall",[],[]
1,33,2021-10-23T13:45:00+00:00,21,Mens Masters Double Scull,M M 2X,2,G,3,D1,1000,URC/LINDF,"J.West,M.Wilson",[],[]
1,33,2021-10-23T13:45:00+00:00,21,Mens Masters Double Scull,M M 2X,2,G,4,D1,1000,DMCRC,"Jackson,Sereviratne",[],[]
1,33,2021-10-23T13:45:00+00:00,21,Mens Masters Double Scull,M M 2X,2,G,5,D1,1000,TUBC,"A.Hall,M.Taylor",[],[]
1,34,2021-10-23T13:50:00+00:00,21,Mens Masters Double Scull,M M 2X,2,H,2,D2,1000,Bucks,"Himson,Hudson",[],[]
1,34,2021-10-23T13:50:00+00:00,21,Mens Masters Double Scull,M M 2X,2,H,3,D2,1000,TUBC,"G.Mackie,M.Pooley",[],[]
1,34,2021-10-23T13:50:00+00:00,21,Mens Masters Double Scull,M M 2X,2,H,4,D2,1000,DMCRC,"Stephens,Jones",[],[]
1,34,2021-10-23T13:50:00+00:00,21,Mens Masters Double Scull,M M 2X,2,H,5,D2,1000,Bucks,"T.Otte,W.Ayliffe",[],[]
1,35,2021-10-23T13:55:00+00:00,22,Masters Women's Coxless Four,M W 4-,4,I,2,,1000,TUBC,Deanne Lamb,[],[]
1,35,2021-10-23T13:55:00+00:00,22,Masters Women's Coxless Four,M W 4-,4,I,3,,1000,LINDF/URC,Jacqui Hope,[],[]
1,35,2021-10-23T13:55:00+00:00,22,Masters Women's Coxless Four,M W 4-,4,I,4,,1000,TUBC,Elizabeth Carter,[],[]
1,36,2021-10-23T14:40:00+00:00,23,Para 1000 M,Para 1000m,1,J,2,,1000,TUBC,Michael Taylor,[],[]
1,36,2021-10-23T14:40:00+00:00,23,Para 1000 M,Para 1000m,1,J,3,,1000,North Esk,Jesse Hall,[],[]
1,37,2021-10-23T14:50:00+00:00,24,Under 21 Men's Pair,U21 M 2-,2,K,3,,2000,New Norfolk,"P.Loring,N.Stozki",[],[]
1,37,2021-10-23T14:50:00+00:00,24,Under 21 Men's Pair,U21 M 2-,2,K,4,,2000,New Norfolk,"A.Midson,T.Morgan",[],[]
1,38,2021-10-23T14:56:00+00:00,25,Under 19 Women's Single Scull,U19 W 1X,1,L,1,D1,2000,Mersey,Olivia Yeates,[],[]
1,38,2021-10-23T14:56:00+00:00,25,Under 19 Women's Single Scull,U19 W 1X,1,L,2,D1,2000,Mersey,Catherine Greenhill,[],[]
1,38,2021-10-23T14:56:00+00:00,25,Under 19 Women's Single Scull,U19 W 1X,1,L,3,D1,2000,Kentish,Lilly Barker,[],[]
1,38,2021-10-23T14:56:00+00:00,25,Under 19 Women's Single Scull,U19 W 1X,1,L,4,D1,2000,Mersey,Ella Spaulding,[],[]
1,38,2021-10-23T14:56:00+00:00,25,Under 19 Women's Single Scull,U19 W 1X,1,L,5,D1,2000,Kentish,Jessica Welch,[],[]
1,38,2021-10-23T14:56:00+00:00,25,Under 19 Women's Single Scull,U19 W 1X,1,L,6,D1,2000,Kentish,Isabelle Ritter,[],[]
1,39,2021-10-23T15:02:00+00:00,25,Under 19 Women's Single Scull,U19 W 1X,1,M,1,D2,2000,Kentish,Sarah Welch,[],[]
1,39,2021-10-23T15:02:00+00:00,25,Under 19 Women's Single Scull,U19 W 1X,1,M,2,D2,2000,New Norfolk,Ruby Morgan,[],[]
1,39,2021-10-23T15:02:00+00:00,25,Under 19 Women's Single Scull,U19 W 1X,1,M,3,D2,2000,Mersey,Meg Castles,[],[]
1,39,2021-10-23T15:02:00+00:00,25,Under 19 Women's Single Scull,U19 W 1X,1,M,4,D2,2000,Mersey,Sophie Grave,[],[]
1,39,2021-10-23T15:02:00+00:00,25,Under 19 Women's Single Scull,U19 W 1X,1,M,5,D2,2000,Sandy Bay,Lucy Balfour,[],[]
1,39,2021-10-23T15:02:00+00:00,25,Under 19 Women's Single Scull,U19 W 1X,1,M,6,D2,2000,New Norfolk,Cassandra Wright,[],[]
1,40,2021-10-23T15:08:00+00:00,25,Under 19 Women's Single Scull,U19 W 1X,1,N,1,D3,2000,Sandy Bay,Angelina Acuna,[],[]
1,40,2021-10-23T15:08:00+00:00,25,Under 19 Women's Single Scull,U19 W 1X,1,N,2,D3,2000,Sandy Bay,Kate Steele,[],[]
1,40,2021-10-23T15:08:00+00:00,25,Under 19 Women's Single Scull,U19 W 1X,1,N,3,D3,2000,New Norfolk,Sarah North,[],[]
1,40,2021-10-23T15:08:00+00:00,25,Under 19 Women's Single Scull,U19 W 1X,1,N,4,D3,2000,New Norfolk,Lucy Morgan,[],[]
1,40,2021-10-23T15:08:00+00:00,25,Under 19 Women's Single Scull,U19 W 1X,1,N,5,D3,2000,Sandy Bay,Katerina Tinch,[],[]
1,41,2021-10-23T15:14:00+00:00,26,Under 21 Women's Double Scull,U21 W 2X,2,O,1,D1,2000,TUBC,"C.Stanley,U.Harris",[],[]
1,41,2021-10-23T15:14:00+00:00,26,Under 21 Women's Double Scull,U21 W 2X,2,O,2,D1,2000,Mersey,"P.Tippett,L.Tippett",[],[]
1,41,2021-10-23T15:14:00+00:00,26,Under 21 Women's Double Scull,U21 W 2X,2,O,3,D1,2000,TUBC,"Robinson,Oliver",[],[]
1,41,2021-10-23T15:14:00+00:00,26,Under 21 Women's Double Scull,U21 W 2X,2,O,4,D1,2000,North Esk,"Hepburn,Brown",[],[]
1,41,2021-10-23T15:14:00+00:00,26,Under 21 Women's Double Scull,U21 W 2X,2,O,5,D1,2000,Bucks,"A.Schrader,P.Teale",[],[]
1,41,2021-10-23T15:14:00+00:00,26,Under 21 Women's Double Scull,U21 W 2X,2,O,6,D1,2000,North Esk,"Hucker,Florance",[],[]
1,42,2021-10-23T15:20:00+00:00,26,Under 21 Women's Double Scull,U21 W 2X,2,P,2,D2,2000,TUBC,"E.Taylor,E.Triffett",[],[]
1,42,2021-10-23T15:20:00+00:00,26,Under 21 Women's Double Scull,U21 W 2X,2,P,3,D2,2000,TUBC,"Maning,Woodhouse",[],[]
